"","video_id","publishedAt","channelId","title","description","thumbnails.default.url","thumbnails.default.width","thumbnails.default.height","thumbnails.medium.url","thumbnails.medium.width","thumbnails.medium.height","thumbnails.high.url","thumbnails.high.width","thumbnails.high.height","channelTitle","liveBroadcastContent","publishTime"
"113","VwvOYIyaqzU","2025-01-29T18:30:44Z","UC_xWTNsx7zA2uI0ydQikViA","Trump Administration To Cancel Student Visas Of Pro-Palestinian Protesters: White House Official","US President Donald Trump will sign an executive order on Wednesday to combat antisemitism and pledge to deport non-citizen ...","https://i.ytimg.com/vi/VwvOYIyaqzU/default.jpg","120","90","https://i.ytimg.com/vi/VwvOYIyaqzU/mqdefault.jpg","320","180","https://i.ytimg.com/vi/VwvOYIyaqzU/hqdefault.jpg","480","360","DawnNews English","none","2025-01-29T18:30:44Z"
"114","NJFHuxBb6_o","2025-01-21T02:53:36Z","UC0pCsHlEEmCfxllZSlRB2Og","LIVE From Trump Inauguration Protest in Los Angeles","Tina-Desiree Berg is LIVE in Los Angeles California as protesters gather to demand full relief following the California Wildfires ...","https://i.ytimg.com/vi/NJFHuxBb6_o/default.jpg","120","90","https://i.ytimg.com/vi/NJFHuxBb6_o/mqdefault.jpg","320","180","https://i.ytimg.com/vi/NJFHuxBb6_o/hqdefault.jpg","480","360","Status Coup News","none","2025-01-21T02:53:36Z"
"115","4kKEDqTPkM4","2025-01-06T01:38:49Z","UCRWFSbif-RFENbBrSiez1DA","BPSC Protest: वैनिटी वैन के सवाल पर बौखला गए Prashant Kishor! | #shorts","BPSC Protest: वैनिटी वैन के सवाल पर बौखला गए Prashant Kishor! | #shorts #prashantkishor #bpsc ...","https://i.ytimg.com/vi/4kKEDqTPkM4/default.jpg","120","90","https://i.ytimg.com/vi/4kKEDqTPkM4/mqdefault.jpg","320","180","https://i.ytimg.com/vi/4kKEDqTPkM4/hqdefault.jpg","480","360","ABP NEWS","none","2025-01-06T01:38:49Z"
"116","5odZettzqSA","2024-12-09T17:26:20Z","UCoi5pABIDpya7N5OdDnDScg","Protesters arrested as Daniel Penny &#39;Set Free&#39; at NYC Court &quot;This is Sick!&quot;","","https://i.ytimg.com/vi/5odZettzqSA/default.jpg","120","90","https://i.ytimg.com/vi/5odZettzqSA/mqdefault.jpg","320","180","https://i.ytimg.com/vi/5odZettzqSA/hqdefault.jpg","480","360","FREEDOMNEWS TV - NATIONAL / SCOOTERCASTER","none","2024-12-09T17:26:20Z"
"117","Qk4vUHENja0","2024-12-29T01:27:47Z","UCoi5pABIDpya7N5OdDnDScg","&quot;Killer Cops!&quot; Protest for Robert Brooks killed at Utica Prison by Guards - NYC","December 28, 2024 BROOKLYN, New York - Emergency Rally in solidarity with Robert Brooks at Jay St & Fulton St, in Brooklyn ...","https://i.ytimg.com/vi/Qk4vUHENja0/default.jpg","120","90","https://i.ytimg.com/vi/Qk4vUHENja0/mqdefault.jpg","320","180","https://i.ytimg.com/vi/Qk4vUHENja0/hqdefault.jpg","480","360","FREEDOMNEWS TV - NATIONAL / SCOOTERCASTER","none","2024-12-29T01:27:47Z"
"118","gbFVWO_PlxA","2024-12-30T08:32:53Z","UCzvmoJUFIDgiNjQPyobEFWg","70th BPSC Protest And laathi Charge with water Cannon || Life in Bihar #shorts #viralvideo #bpsc","","https://i.ytimg.com/vi/gbFVWO_PlxA/default.jpg","120","90","https://i.ytimg.com/vi/gbFVWO_PlxA/mqdefault.jpg","320","180","https://i.ytimg.com/vi/gbFVWO_PlxA/hqdefault.jpg","480","360","Ashab Ahmad Ansari","none","2024-12-30T08:32:53Z"
"119","JZ9cb6pmi2M","2024-12-02T12:30:17Z","UC16niRr50-MSBwiO3YDb3RA","Protests continue in Georgia after EU bid suspended | BBC News","There was a fourth night of protests in Georgia over the ruling party's decision to suspend accession talks with the European ...","https://i.ytimg.com/vi/JZ9cb6pmi2M/default.jpg","120","90","https://i.ytimg.com/vi/JZ9cb6pmi2M/mqdefault.jpg","320","180","https://i.ytimg.com/vi/JZ9cb6pmi2M/hqdefault.jpg","480","360","BBC News","none","2024-12-02T12:30:17Z"
"120","uGuZ11cwa2g","2025-01-27T17:02:36Z","UClbseppdhNj1vZsTgH6T1Og","„Ak sa rozpadne vláda, zodpovedný bude Hlas-SD a SNS.“ #shorts","startitup #protest #fico.","https://i.ytimg.com/vi/uGuZ11cwa2g/default.jpg","120","90","https://i.ytimg.com/vi/uGuZ11cwa2g/mqdefault.jpg","320","180","https://i.ytimg.com/vi/uGuZ11cwa2g/hqdefault.jpg","480","360","Startitup","none","2025-01-27T17:02:36Z"
"121","8NEcaucNDR4","2025-01-11T02:58:57Z","UC_gUM8rL-Lrg6O3adPW9K1g","China: Violent Protest In Shaanxi Over Teen’s Mysterious Death | World News | WION","Public outrage over government and police handling of teen's death in China. Watch to know more. #china #chinaprotests ...","https://i.ytimg.com/vi/8NEcaucNDR4/default.jpg","120","90","https://i.ytimg.com/vi/8NEcaucNDR4/mqdefault.jpg","320","180","https://i.ytimg.com/vi/8NEcaucNDR4/hqdefault.jpg","480","360","WION","none","2025-01-11T02:58:57Z"
"122","pLk_bVuqdTA","2025-01-16T05:00:46Z","UC1w6pNGiiLdZgyNpXUnA4Zw","Lebensgefahr in 2,50 Meter Höhe – Protest gegen AfD-Parteitag | SPIEGEL TV Shorts","Es ist AfD-Parteitag und gekommen sind nicht nur geladene Gäste. Denn geladen ist allerdings nur die Stimmung.","https://i.ytimg.com/vi/pLk_bVuqdTA/default.jpg","120","90","https://i.ytimg.com/vi/pLk_bVuqdTA/mqdefault.jpg","320","180","https://i.ytimg.com/vi/pLk_bVuqdTA/hqdefault.jpg","480","360","DER SPIEGEL","none","2025-01-16T05:00:46Z"
"123","fD23ftgQSrk","2025-01-18T08:03:51Z","UCNye-wNBqNL5ZzHSJj3l8Bg","South Sudan protest: President calls for calm after anti-Sudanese unrest","South Sudan's President has called for calm after protests and looting of Sudanese-owned shops in the capital Juba. The unrest ...","https://i.ytimg.com/vi/fD23ftgQSrk/default.jpg","120","90","https://i.ytimg.com/vi/fD23ftgQSrk/mqdefault.jpg","320","180","https://i.ytimg.com/vi/fD23ftgQSrk/hqdefault.jpg","480","360","Al Jazeera English","none","2025-01-18T08:03:51Z"
"124","g-Xpau1okoI","2025-01-22T07:25:49Z","UCmyKnNRH0wH-r8I-ceP-dsg","கலவர பூமியில் சீமான் மனைவி | #seeman | #ntk | #protest |  #shorts","Puthiyathalaimurai Live News   https://youtube.com/live/RUzgphgBRzI கலவர பூமியில் சீமான் மனைவி ...","https://i.ytimg.com/vi/g-Xpau1okoI/default.jpg","120","90","https://i.ytimg.com/vi/g-Xpau1okoI/mqdefault.jpg","320","180","https://i.ytimg.com/vi/g-Xpau1okoI/hqdefault.jpg","480","360","PuthiyathalaimuraiTV","none","2025-01-22T07:25:49Z"
"125","9NwsA9uXZTo","2024-12-29T12:59:35Z","UCN7B-QD0Qgn2boVH5Q0pOWg","BPSC Protest: Bihar में प्रदर्शन कर रही एक छात्रा ने क्या-क्या कहा? #shorts #bihar #bpsc","ऐसे ही और वीडियो देखने के लिए चैनल सब्सक्राइब ज़रूर करें- ...","https://i.ytimg.com/vi/9NwsA9uXZTo/default.jpg","120","90","https://i.ytimg.com/vi/9NwsA9uXZTo/mqdefault.jpg","320","180","https://i.ytimg.com/vi/9NwsA9uXZTo/hqdefault.jpg","480","360","BBC News Hindi","none","2024-12-29T12:59:35Z"
"126","zxXFEzBe9uA","2025-01-30T07:12:15Z","UCSeil5V81-mEGB1-VNR7YEA","Protest vor Berliner CDU-Zerntrale - AfD jubelt, Merz verteidigt Abstimmung","Nach der historischen Abstimmung im #Bundestag: Vor der #CDU-#Parteizentrale protestieren Menschen, nachdem die #AfD der ...","https://i.ytimg.com/vi/zxXFEzBe9uA/default.jpg","120","90","https://i.ytimg.com/vi/zxXFEzBe9uA/mqdefault.jpg","320","180","https://i.ytimg.com/vi/zxXFEzBe9uA/hqdefault.jpg","480","360","ntv Nachrichten","none","2025-01-30T07:12:15Z"
"127","wJ1p92PbSDA","2025-01-23T11:20:49Z","UC_yXEx3-Gk5drg9qhPzSQSg","Protest radnika EPS-a i &#39;Kolubare&#39;: Podrška studentima i prosvjetarima","Sindikat Elektroprivrede Srbije ""Nezavisnost"" organizuje protestni skup ispred Upravne zgrade EPS-a u Beogradu, u znak ...","https://i.ytimg.com/vi/wJ1p92PbSDA/default.jpg","120","90","https://i.ytimg.com/vi/wJ1p92PbSDA/mqdefault.jpg","320","180","https://i.ytimg.com/vi/wJ1p92PbSDA/hqdefault.jpg","480","360","Al Jazeera Balkans","none","2025-01-23T11:20:49Z"
"128","YoySKqsj0vw","2025-01-24T12:23:11Z","UCw9Hc3CD8hbqP-Y9XOJS--Q","Acum: Manifestații și proteste, jandarmii și polițiștii în alertă","Acum: Manifestații și proteste, jandarmii și polițiștii în alertă Știri Antena 3, prima opțiune pentru știri online în timp real din ...","https://i.ytimg.com/vi/YoySKqsj0vw/default.jpg","120","90","https://i.ytimg.com/vi/YoySKqsj0vw/mqdefault.jpg","320","180","https://i.ytimg.com/vi/YoySKqsj0vw/hqdefault.jpg","480","360","Antena 3 CNN","none","2025-01-24T12:23:11Z"
"129","sNKRULHfXds","2024-12-30T21:18:32Z","UCoi5pABIDpya7N5OdDnDScg","&quot;We will shut the state of NY down&quot; Robert Brooks Protest Outside Gov Hochul Office","","https://i.ytimg.com/vi/sNKRULHfXds/default.jpg","120","90","https://i.ytimg.com/vi/sNKRULHfXds/mqdefault.jpg","320","180","https://i.ytimg.com/vi/sNKRULHfXds/hqdefault.jpg","480","360","FREEDOMNEWS TV - NATIONAL / SCOOTERCASTER","none","2024-12-30T21:18:32Z"
"130","91zr0M2iUH4","2024-12-28T11:06:45Z","UCtFQDgA8J8_iiwc5-KoAQlg","Ruckus at BPSC aspirants’ protest, SDM visits protesting students","Ruckus at BPSC aspirants' protest, SDM visits protesting students #gauravkumar #sdm #patna Join ANI's YouTube membership ...","https://i.ytimg.com/vi/91zr0M2iUH4/default.jpg","120","90","https://i.ytimg.com/vi/91zr0M2iUH4/mqdefault.jpg","320","180","https://i.ytimg.com/vi/91zr0M2iUH4/hqdefault.jpg","480","360","ANI News","none","2024-12-28T11:06:45Z"
"131","mKhvPrT4aLo","2025-01-20T07:44:36Z","UCYlh4lH762HvHt6mmiecyWQ","FULL SPEECH | Actor Vijay Parandur Speech | Vijay Protest | Parandur Airport | TVK | Sun News","parandur #actorvijay #vijayprotest #tvk #sunnews பரந்தூரில் த.வெ.க. தலைவர் விஜய் Subscribe to Sun ...","https://i.ytimg.com/vi/mKhvPrT4aLo/default.jpg","120","90","https://i.ytimg.com/vi/mKhvPrT4aLo/mqdefault.jpg","320","180","https://i.ytimg.com/vi/mKhvPrT4aLo/hqdefault.jpg","480","360","Sun News","none","2025-01-20T07:44:36Z"
"132","LI7TpW-yRZs","2025-01-11T23:45:01Z","UC52X5wxOL_s5yw0dQk7NtgA","Anti-government protesters in Israel demand ceasefire and deal for hostages&#39; return","Thousands took to the streets of Tel Aviv on Saturday for a weekly anti-government protest demanding a ceasefire and a deal to ...","https://i.ytimg.com/vi/LI7TpW-yRZs/default.jpg","120","90","https://i.ytimg.com/vi/LI7TpW-yRZs/mqdefault.jpg","320","180","https://i.ytimg.com/vi/LI7TpW-yRZs/hqdefault.jpg","480","360","Associated Press","none","2025-01-11T23:45:01Z"
"133","Y6YI0dD9vKQ","2024-12-06T17:23:51Z","UCtFQDgA8J8_iiwc5-KoAQlg","‘Won’t move until...’ Khan Sir’s most explosive speech at BPSC protests in Patna","'Won't move until normalisation's removed' Khan Sir's most explosive speech at BPSC protests in Patna #BPSC #KhanSir #Bihar ...","https://i.ytimg.com/vi/Y6YI0dD9vKQ/default.jpg","120","90","https://i.ytimg.com/vi/Y6YI0dD9vKQ/mqdefault.jpg","320","180","https://i.ytimg.com/vi/Y6YI0dD9vKQ/hqdefault.jpg","480","360","ANI News","none","2024-12-06T17:23:51Z"
"134","835kssxZDoI","2025-01-12T13:48:12Z","UCQDHc1PDTAxM-8ca9ssR0bQ","PROTEST AUR. Manifestanții au ajuns la Guvern. „Iohannis, nu uita, România nu-i a ta”","Peste 2.000 de persoane s-au adunat în Piața Universității din București pentru a participa la protestul organizat de AUR.","https://i.ytimg.com/vi/835kssxZDoI/default.jpg","120","90","https://i.ytimg.com/vi/835kssxZDoI/mqdefault.jpg","320","180","https://i.ytimg.com/vi/835kssxZDoI/hqdefault.jpg","480","360","Gândul","none","2025-01-12T13:48:12Z"
"135","c-hgIJfNbB0","2025-01-28T05:55:39Z","UCbmOgzvvDg60mXGm9t9Ad5Q","Greece Crazy Protests","","https://i.ytimg.com/vi/c-hgIJfNbB0/default.jpg","120","90","https://i.ytimg.com/vi/c-hgIJfNbB0/mqdefault.jpg","320","180","https://i.ytimg.com/vi/c-hgIJfNbB0/hqdefault.jpg","480","360","Omar Agamy","none","2025-01-28T05:55:39Z"
"136","In4b5iFoF5w","2025-01-28T17:43:10Z","UCz8QaiQxApLq8sLNcszYyJw","Serbia Protest LIVE: Serbian PM Vucevic Resigns Following Months of Anti-Corruption Protests |N18G","Serbia Protest LIVE: Serbian PM Vucevic Resigns Following Months of Anti-Corruption Protests |N18G Serbian Prime Minister ...","https://i.ytimg.com/vi/In4b5iFoF5w/default.jpg","120","90","https://i.ytimg.com/vi/In4b5iFoF5w/mqdefault.jpg","320","180","https://i.ytimg.com/vi/In4b5iFoF5w/hqdefault.jpg","480","360","Firstpost","none","2025-01-28T17:43:10Z"
"137","fwKt3SmmrZ8","2025-01-12T11:36:15Z","UCTSoBhgm-KOH9-4AbnLy87w","Senatorul Costache CHERTIF prezent astăzi în Piața Universității #protest #aurmaramures #bucuresti","","https://i.ytimg.com/vi/fwKt3SmmrZ8/default.jpg","120","90","https://i.ytimg.com/vi/fwKt3SmmrZ8/mqdefault.jpg","320","180","https://i.ytimg.com/vi/fwKt3SmmrZ8/hqdefault.jpg","480","360","TemaZilei cu Cozmin Dinu","none","2025-01-12T11:36:15Z"
"138","A7SOE0p1qJQ","2024-12-06T10:50:11Z","UCMk9Tdc-d1BIcAFaSppiVkw","Patna Students Protest: पटना में छात्रों पर लाठीचार्ज, क्या बोल गए Khan Sir! #shorts #khansir #patna","Patna Students Protest: पटना में छात्रों पर लाठीचार्ज, क्या बोल गए Khan Sir! #shorts ...","https://i.ytimg.com/vi/A7SOE0p1qJQ/default.jpg","120","90","https://i.ytimg.com/vi/A7SOE0p1qJQ/mqdefault.jpg","320","180","https://i.ytimg.com/vi/A7SOE0p1qJQ/hqdefault.jpg","480","360","TIMES NOW Navbharat","none","2024-12-06T10:50:11Z"
"139","U7O4zH6vBt0","2025-01-06T21:41:25Z","UCoi5pABIDpya7N5OdDnDScg","Confrontations at &quot;Flood NYC For Gaza&quot; Protest outside NYU Tisch Hospital","January 6 2025 MANHATTAN, NEW YORK - Protester pulls down Palestine flag as another protester confronts Nardeen Kiswani ...","https://i.ytimg.com/vi/U7O4zH6vBt0/default.jpg","120","90","https://i.ytimg.com/vi/U7O4zH6vBt0/mqdefault.jpg","320","180","https://i.ytimg.com/vi/U7O4zH6vBt0/hqdefault.jpg","480","360","FREEDOMNEWS TV - NATIONAL / SCOOTERCASTER","none","2025-01-06T21:41:25Z"
"140","CRNy0Y9eNWk","2025-01-30T16:48:44Z","UCJPG6xbXGl1pE4AjsmXohGQ","Fico pozýva na protesty #slovensko #fico #protest","Robert Fico vysvetľuje dôležitosť protestov :D Ďakujeme. Lepšie vysvetlenie že to má zmysel, snáď ani nie je. #robertfico #politika.","https://i.ytimg.com/vi/CRNy0Y9eNWk/default.jpg","120","90","https://i.ytimg.com/vi/CRNy0Y9eNWk/mqdefault.jpg","320","180","https://i.ytimg.com/vi/CRNy0Y9eNWk/hqdefault.jpg","480","360","Ficov kanál","none","2025-01-30T16:48:44Z"
"141","CRNy0Y9eNWk","2025-01-30T16:48:44Z","UCJPG6xbXGl1pE4AjsmXohGQ","Fico pozýva na protesty #slovensko #fico #protest","Robert Fico vysvetľuje dôležitosť protestov :D Ďakujeme. Lepšie vysvetlenie že to má zmysel, snáď ani nie je. #robertfico #politika.","https://i.ytimg.com/vi/CRNy0Y9eNWk/default.jpg","120","90","https://i.ytimg.com/vi/CRNy0Y9eNWk/mqdefault.jpg","320","180","https://i.ytimg.com/vi/CRNy0Y9eNWk/hqdefault.jpg","480","360","Ficov kanál","none","2025-01-30T16:48:44Z"
"142","j5QXWwG5N08","2024-12-06T01:15:02Z","UCz8K1occVvDTYDfFo7N5EZw","Neo-Nazis Caught Screaming at Police During &#39;Peaceful&#39; Protest","On November 16th, Columbus police arrived at the scene of an alleged neo-Nazi protest after receiving multiple calls about the ...","https://i.ytimg.com/vi/j5QXWwG5N08/default.jpg","120","90","https://i.ytimg.com/vi/j5QXWwG5N08/mqdefault.jpg","320","180","https://i.ytimg.com/vi/j5QXWwG5N08/hqdefault.jpg","480","360","Law&Crime Network","none","2024-12-06T01:15:02Z"
"143","_ahKlst3N_4","2025-01-27T05:01:52Z","UCSrZ3UV4jOidv8ppoVuvW9Q","Protesters in Greece demand answers two years after 57 killed in Tempi rail disaster","The crash happened just before midnight on 28 February, 2023, when a freight train and a passenger train crashed head-on on ...","https://i.ytimg.com/vi/_ahKlst3N_4/default.jpg","120","90","https://i.ytimg.com/vi/_ahKlst3N_4/mqdefault.jpg","320","180","https://i.ytimg.com/vi/_ahKlst3N_4/hqdefault.jpg","480","360","euronews","none","2025-01-27T05:01:52Z"
"144","hIAX9A3C4Aw","2025-01-19T23:17:59Z","UCtFQDgA8J8_iiwc5-KoAQlg","Terminated Chhattisgarh assistant teachers stage protest on streets of Raipur","Terminated Chhattisgarh assistant teachers stage protest on streets of Raipur #BEdTeachers #Raipur #Protest #HighCourt ...","https://i.ytimg.com/vi/hIAX9A3C4Aw/default.jpg","120","90","https://i.ytimg.com/vi/hIAX9A3C4Aw/mqdefault.jpg","320","180","https://i.ytimg.com/vi/hIAX9A3C4Aw/hqdefault.jpg","480","360","ANI News","none","2025-01-19T23:17:59Z"
"145","04Qyl6c9dmU","2025-01-29T12:00:01Z","UC2lCFhJIC4adt_oP1dwSOVg","🔴 Protest pred FPU, 29.1.2025 | #aktuality #umenie #protest #fpu #mksr #destabilizacia #region","Pred Fondom na podporu umenia sa už po štvrtý raz stretla protestujúca kultúrna obec. Namieta zmenu štatútu fondu, ktorý z ...","https://i.ytimg.com/vi/04Qyl6c9dmU/default.jpg","120","90","https://i.ytimg.com/vi/04Qyl6c9dmU/mqdefault.jpg","320","180","https://i.ytimg.com/vi/04Qyl6c9dmU/hqdefault.jpg","480","360","Aktuality.sk","none","2025-01-29T12:00:01Z"
"146","658pPE0MWns","2025-01-31T10:00:08Z","UC4lOcHzPdrmrsU08TAOxJbw","American reacts to German Protests and election drama","Thank you for watching me, a humble American, react to German Protests and election drama sources: ...","https://i.ytimg.com/vi/658pPE0MWns/default.jpg","120","90","https://i.ytimg.com/vi/658pPE0MWns/mqdefault.jpg","320","180","https://i.ytimg.com/vi/658pPE0MWns/hqdefault.jpg","480","360","Ryan Wass","none","2025-01-31T10:00:08Z"
"147","s-YhlB1lrDw","2024-12-29T10:20:42Z","UChBQgieUidXV1CmDxSdRm3g","Youth in Nanyuki hold protest against abductions","Human rights activists in Nanyuki town are calling out the government and President William Ruto over the recent surge in ...","https://i.ytimg.com/vi/s-YhlB1lrDw/default.jpg","120","90","https://i.ytimg.com/vi/s-YhlB1lrDw/mqdefault.jpg","320","180","https://i.ytimg.com/vi/s-YhlB1lrDw/hqdefault.jpg","480","360","Citizen TV Kenya","none","2024-12-29T10:20:42Z"
"148","zpxxJEBpovk","2024-12-30T13:06:09Z","UCcBc0kafKTdcc5NAGEmA83g","Bpsc Protest क्यों? 😱 #shorts #bpscprotest #ankitavasthi","","https://i.ytimg.com/vi/zpxxJEBpovk/default.jpg","120","90","https://i.ytimg.com/vi/zpxxJEBpovk/mqdefault.jpg","320","180","https://i.ytimg.com/vi/zpxxJEBpovk/hqdefault.jpg","480","360","Apni Pathshala","none","2024-12-30T13:06:09Z"
"149","vgnQDH3mwwI","2025-01-13T07:28:32Z","UCH7nv1A9xIrAifZJNvt7cgA","Dhananjay Deshmukh Protest : गावची तळतळ कशाला पाहताय? मस्साजोगच्या महिलांचा सवाल","abpmajhalive #abpmajha #dhananjaydeshmukh #Beedprotest #Beeddhananjaydeshmukhnews #SantoshDeshmukhsarpanc ...","https://i.ytimg.com/vi/vgnQDH3mwwI/default.jpg","120","90","https://i.ytimg.com/vi/vgnQDH3mwwI/mqdefault.jpg","320","180","https://i.ytimg.com/vi/vgnQDH3mwwI/hqdefault.jpg","480","360","ABP MAJHA","none","2025-01-13T07:28:32Z"
"150","BnoL-_1GfCw","2024-12-06T10:36:06Z","UCYPvAwZP8pZhSMW8qs7cVCw","Farmers&#39; Protest Turns Violent: Tear Gas Fired at Shambhu Border in Haryana | India Today","Farmers' protest at the Shambhu border in Haryana has turned violent. Police fired tear gas shells to disperse protesters ...","https://i.ytimg.com/vi/BnoL-_1GfCw/default.jpg","120","90","https://i.ytimg.com/vi/BnoL-_1GfCw/mqdefault.jpg","320","180","https://i.ytimg.com/vi/BnoL-_1GfCw/hqdefault.jpg","480","360","India Today","none","2024-12-06T10:36:06Z"
"151","APzlE176dGE","2025-01-14T15:35:07Z","UCupvZG-5ko_eiXAupbDfxWw","Protesters disrupt Hegseth confirmation hearing","Protesters interrupted the confirmation hearing of Pete Hegseth, President-elect Donald Trump's pick for defense secretary.","https://i.ytimg.com/vi/APzlE176dGE/default.jpg","120","90","https://i.ytimg.com/vi/APzlE176dGE/mqdefault.jpg","320","180","https://i.ytimg.com/vi/APzlE176dGE/hqdefault.jpg","480","360","CNN","none","2025-01-14T15:35:07Z"
"152","YYLKuYBGo90","2024-12-30T11:22:28Z","UCZUjHLJivN0OZPC_Wj8JvkA","पटना सेंट्रल SP Sweety Sahrawat पर बरसे Prashant Kishor | BPSC Students Protest | BPSC Re-exam","BPSC Students Protest : पटना सेंट्रल एसपी स्वीटी सहरावत पर बरसे प्रशांत किशोर ...","https://i.ytimg.com/vi/YYLKuYBGo90/default.jpg","120","90","https://i.ytimg.com/vi/YYLKuYBGo90/mqdefault.jpg","320","180","https://i.ytimg.com/vi/YYLKuYBGo90/hqdefault.jpg","480","360","Zee Bihar Jharkhand","none","2024-12-30T11:22:28Z"
"153","Ic-hfl1L6Fk","2025-01-24T13:54:36Z","UCX32bBbDzEPJhxowcEXu1Rw","Studentski protest: Posle centra grada blokada saobraćaja i na Novom Beogradu","Studenti, učenici, nastavnici, profesori, njihovi roditelji i građani odali su počast žrtvama pada nadstrešnice ispred zgrade Vlade ...","https://i.ytimg.com/vi/Ic-hfl1L6Fk/default.jpg","120","90","https://i.ytimg.com/vi/Ic-hfl1L6Fk/mqdefault.jpg","320","180","https://i.ytimg.com/vi/Ic-hfl1L6Fk/hqdefault.jpg","480","360","Insajder Video","none","2025-01-24T13:54:36Z"
"154","13emT55NgVg","2025-01-31T05:47:44Z","UCtjuBLwvaAKBxmQQwI81l9Q","Senators Protest Committee Vote on Russ Vought for OMB Director","Senators, led by Budget Committee Ranking Member Jeff Merkley, boycotted the committee vote on Russell Vought's nomination ...","https://i.ytimg.com/vi/13emT55NgVg/default.jpg","120","90","https://i.ytimg.com/vi/13emT55NgVg/mqdefault.jpg","320","180","https://i.ytimg.com/vi/13emT55NgVg/hqdefault.jpg","480","360","SenateBudget","none","2025-01-31T05:47:44Z"
"155","z8ikAWy1_Zw","2025-01-22T19:38:38Z","UCKZGcrxRAhdUi58Mdr565mw","Burkina Faso Erupts In Protest For Traore To Extend His Presidency","Naledi Mfoloe reports on a surprising turn of events in Burkina Faso, where Captain Ibrahim Traoré, the military leader who took ...","https://i.ytimg.com/vi/z8ikAWy1_Zw/default.jpg","120","90","https://i.ytimg.com/vi/z8ikAWy1_Zw/mqdefault.jpg","320","180","https://i.ytimg.com/vi/z8ikAWy1_Zw/hqdefault.jpg","480","360","African Diaspora News Channel","none","2025-01-22T19:38:38Z"
"156","ghNITRMBEtA","2025-01-24T18:45:58Z","UC1Ga-Hv1-dLz9zoAz81d9tA","Attempted Fire-Bombing of St. Catherine Court | Residents Protest Police Fatal Shooting","Jamaica News Today - Television Jamaica (TVJ) a Trusted Source for News, Sports & Entertainment. For Jamaican news, sports ...","https://i.ytimg.com/vi/ghNITRMBEtA/default.jpg","120","90","https://i.ytimg.com/vi/ghNITRMBEtA/mqdefault.jpg","320","180","https://i.ytimg.com/vi/ghNITRMBEtA/hqdefault.jpg","480","360","Television Jamaica","none","2025-01-24T18:45:58Z"
"157","A2ImUJtG-ss","2024-12-06T04:30:05Z","UCeY0bbntWzzVIaj2z3QigXg","Protesters erupt in South Korea to impeach president over martial law attempt","Protests are breaking out in Seoul, South Korea, over the president's failed attempt at imposing martial law. NBC News' Janis ...","https://i.ytimg.com/vi/A2ImUJtG-ss/default.jpg","120","90","https://i.ytimg.com/vi/A2ImUJtG-ss/mqdefault.jpg","320","180","https://i.ytimg.com/vi/A2ImUJtG-ss/hqdefault.jpg","480","360","NBC News","none","2024-12-06T04:30:05Z"
"158","e2x1pIlz2zw","2025-01-17T05:26:24Z","UC6RJ7-PaXg6TIH2BzZfTV7w","Protest Against Kangana Ranaut&#39;s Film &#39;Emergency&#39; In Amritsar, Security Heightened #shorts","Protest Against Kangana Ranaut's Film 'Emergency' In Amritsar, Security Heightened #shorts #amritsar #kanganaranaut ...","https://i.ytimg.com/vi/e2x1pIlz2zw/default.jpg","120","90","https://i.ytimg.com/vi/e2x1pIlz2zw/mqdefault.jpg","320","180","https://i.ytimg.com/vi/e2x1pIlz2zw/hqdefault.jpg","480","360","TIMES NOW","none","2025-01-17T05:26:24Z"
"159","acB3NxmuH_8","2025-01-18T18:02:09Z","UCF-VP3b3oH0XASqsLI5rnLw","LIVE: Thousands protest Donald Trump ahead of inauguration","Thousands attend, ""The People's March,"" in Washington DC ahead of the inauguration of Donald Trump. READ MORE: ...","https://i.ytimg.com/vi/acB3NxmuH_8/default.jpg","120","90","https://i.ytimg.com/vi/acB3NxmuH_8/mqdefault.jpg","320","180","https://i.ytimg.com/vi/acB3NxmuH_8/hqdefault.jpg","480","360","The Times and The Sunday Times","none","2025-01-18T18:02:09Z"
"160","-YPHd9wZKM4","2025-01-10T13:06:15Z","UC0O_8Is9fuxDyWvRGdTHMxg","13TV: Protest impotriva anulării alegerilor în România","Protest impotriva deciziei CCR de a anula turul 2 al alegerilor dn România, 10 ianuarie 2025, Calea Victoriei, București #protest ...","https://i.ytimg.com/vi/-YPHd9wZKM4/default.jpg","120","90","https://i.ytimg.com/vi/-YPHd9wZKM4/mqdefault.jpg","320","180","https://i.ytimg.com/vi/-YPHd9wZKM4/hqdefault.jpg","480","360","13 TV","none","2025-01-10T13:06:15Z"
"161","-YPHd9wZKM4","2025-01-10T13:06:15Z","UC0O_8Is9fuxDyWvRGdTHMxg","13TV: Protest impotriva anulării alegerilor în România","Protest impotriva deciziei CCR de a anula turul 2 al alegerilor dn România, 10 ianuarie 2025, Calea Victoriei, București #protest ...","https://i.ytimg.com/vi/-YPHd9wZKM4/default.jpg","120","90","https://i.ytimg.com/vi/-YPHd9wZKM4/mqdefault.jpg","320","180","https://i.ytimg.com/vi/-YPHd9wZKM4/hqdefault.jpg","480","360","13 TV","none","2025-01-10T13:06:15Z"
